	d^2u/dx2^2{power: 1.0}	u{power: 1.0}	C	du/dx1{power: 1.0}	d^2u/dx1^2{power: 1.0}_r	du/dx1{power: 1.0}_r
288	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
289	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
290	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
291	0.0	0.0	0.0	0.0	0	-1
292	0.027646639035031	-0.2180803600893655	0.2630550855130348	-0.0411104426915194	-1	0
293	0.0	0.0	0.0	0.0	0	-1
294	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
295	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
296	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
297	0.0	0.0	0.0	0.0	0	-1
298	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
299	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
300	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
301	0.0	0.0	0.0	0.0	0	-1
302	0.0	-1.1538333317558005	3.255839580545203	-0.0965447307056934	-1	0
303	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
304	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
305	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
306	0.0	0.0	0.0	0.0	0	-1
307	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
308	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
309	0.0	0.0	0.0	0.0	0	-1
310	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
311	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
312	0.0276466390350318	-0.2180803600893407	0.2630550855129542	-0.0411104426915207	-1	0
313	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
314	0.0	0.0	0.0	0.0	0	-1
315	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
316	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
317	0.0	0.0	0.0	0.0	0	-1
318	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
319	0.0	0.0	0.0	0.0	0	-1
320	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
321	0.0	0.0	0.0	0.0	0	-1
322	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
323	0.0	-1.1116870925398714	3.119353000153107	0.0	-1	0
324	0.0	-0.4365462403578326	1.4137134092606396	0.0	0	-1
